route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
1285,WEEKDAY,trip_1285_0,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_1,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_2,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_3,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_4,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_5,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_6,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_7,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_8,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_9,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_10,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_11,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_12,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_13,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_14,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_15,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_16,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_17,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_18,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_19,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_20,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_21,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_22,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_23,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_24,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_25,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_26,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_27,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_28,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_29,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_30,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_31,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_32,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_33,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_34,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_35,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_36,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_37,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_38,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_39,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_40,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_41,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_42,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_43,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_44,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_45,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_46,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_47,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_48,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_49,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_50,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_51,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_52,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_53,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_54,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_55,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_56,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_57,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_58,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_59,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_60,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_61,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_62,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_63,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_64,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_65,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_66,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_67,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_68,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_69,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_70,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_71,Dehugaon,0,shape_1285
1285,WEEKDAY,trip_1285_72,Dehugaon,0,shape_1285
1286,WEEKDAY,trip_1286_0,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_1,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_2,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_3,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_4,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_5,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_6,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_7,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_8,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_9,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_10,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_11,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_12,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_13,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_14,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_15,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_16,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_17,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_18,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_19,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_20,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_21,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_22,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_23,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_24,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_25,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_26,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_27,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_28,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_29,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_30,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_31,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_32,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_33,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_34,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_35,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_36,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_37,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_38,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_39,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_40,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_41,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_42,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_43,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_44,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_45,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_46,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_47,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_48,Bhandara Dongar,1,shape_1286
1286,WEEKDAY,trip_1286_49,Bhandara Dongar,1,shape_1286
