stop_id,stop_name,stop_lat,stop_lon
264,Khadki Station,18.562881,73.841583
7273,Pimpri Road,18.627115,73.806297
1667,Factory Hospital,18.559259,73.844559
947,Khadki Post,18.556101,73.847397
948,Raja Bungalow,18.552143,73.849541
739,Poultry Farm Mumbai Road,18.547899,73.851501
1671,Mariaai Gate Navin St Stand,18.542957,73.851791
730,Wakdewadi,18.539492,73.850967
731,Labour Office,18.534391,73.851776
1674,Engineering College,18.529444,73.858467
1642,Rto Pune,18.529772,73.862595
1204,Gadital,18.5271,73.864403
1205,Ambedkar Bhavan,18.525265,73.868217
1206,Sassoon Hospital,18.525,73.8713
8915,Pune Station Moledina Stand,18.526438,73.872475
8509,Income Tax Office,18.525425,73.876518
321,Collector Kacheri,18.524387,73.871704
349,Ambedkar Bhavan,18.525101,73.868103
1638,Rto Pune,18.529646,73.862442
1717,Engineering College,18.52949,73.85849
734,Lokmangal,18.5301,73.8508
2299,Patil Estate,18.531029,73.854637
736,Labour Office,18.53459,73.851509
738,Mariaai Gate Navin St Stand,18.5434,73.851501
1721,Poultry Farm Mumbai Road,18.547937,73.851601
950,Raja Bungalow,18.552,73.849503
951,Khadki Post,18.555927,73.847366
1724,Factory Hospital,18.559219,73.844337
304,Khadki Station,18.563002,73.841431
953,Gopi Chal,18.567347,73.838875
1728,Dapodi,18.580956,73.834312
1729,Phugewadi,18.584597,73.833374
957,Phugewadi Jakat Naka,18.5898,73.831596
1731,Atlas Capco,18.595701,73.828117
959,Kasarwadi,18.602608,73.825623
1733,Nashik Phata,18.608486,73.820732
1734,Vallabh Nagar Brt,18.61602,73.8144
1037,Ha,18.620989,73.810127
1038,Kharalwadi,18.623199,73.808197
1742,Kalbhor Nagar,18.645901,73.789101
1745,Pradhikaran Corner,18.657801,73.778297
461,Gpo,18.5235,73.876503
462,Westend,18.518703,73.878128
3173,Sarbatwala Chowk,18.514999,73.876602
3174,Sachapir Street,18.5165,73.873901
3175,Quarter Gate,18.516399,73.871498
3176,Chacha Halwai,18.5154,73.866798
1822,Nana Peth,18.5149,73.868599
3177,Alpana Talkies,18.516199,73.863602
3167,Ganesh Peth,18.5161,73.862198
3178,Sonya Maruti Chowk,18.5161,73.860001
1957,City Post,18.5158,73.8573
491,Ganpati Chowk Laxmi Road,18.514931,73.854889
1959,Common Wealth,18.514299,73.8517
1960,Gokhale Hall,18.514,73.849197
1961,Vijay Talkies,18.5137,73.846001
1962,Kulkarni Petrol Pump,18.512871,73.844803
148,Deccan Corner,18.513399,73.840897
149,Garware College,18.5126,73.838898
150,Sonal Hall,18.5105,73.834831
151,Nal Stop,18.5098,73.833298
152,Sndt Mahila Vidhyapith,18.507299,73.8284
218,Paud Phata Karve Road,18.5056,73.824203
219,Maruti Mandir Karve Road,18.503618,73.820122
220,Karve Putala,18.5023,73.816299
221,Kothrud Stand,18.4998,73.813599
1978,Nda 10 No. Gate,18.4496,73.763199
222,Gandhi Bhavan Phata,18.495899,73.813301
1977,Damini Lawns,18.4517,73.765999
223,Vandevi Karve Road,18.493202,73.81488
1976,Kondhwagate,18.454399,73.766899
224,Vadacha Stop,18.4916,73.815102
1975,Kondhwa Dhawde,18.455982,73.768539
225,Karve Nagar,18.48884,73.814346
1974,Bhim Nagar Nda Road,18.458033,73.770782
288,Galinde Path,18.4842,73.810303
1973,Uttam Nagar,18.460487,73.772339
287,Tapodham,18.481899,73.807701
1972,Ahire Gate,18.464199,73.773499
3179,Warje Gaon,18.4806,73.806099
1971,Ingale Colony,18.465471,73.776764
285,Warje Malwadi,18.4804,73.801003
1970,Deshmukhwadi,18.466843,73.779274
284,Dnyanesh Society,18.4779,73.798203
1969,Shivane,18.466375,73.783104
283,Ganpati Matha,18.475773,73.795868
1968,Shinde Pul,18.4694,73.787003
1989,Dhangar Baba Nda Road,18.471033,73.789925
1967,Dhangar Baba,18.4718,73.790901
1988,Shinde Pul,18.469299,73.787003
282,Ganpati Matha,18.475756,73.795753
1987,Shivane,18.466299,73.782898
281,Dnyanesh Society,18.478001,73.798103
1986,Deshmukhwadi,18.466778,73.778999
8605,Warje Malwadi,18.480301,73.801003
1985,Ingale Colony,18.4655,73.776901
3164,Warjegaon,18.480801,73.806
1984,Ahire Gate,18.464266,73.773575
278,Tapodham,18.481899,73.807404
1983,Uttam Nagar,18.460472,73.7724
277,Galinde Path,18.4846,73.810303
1982,Bhim Nagar Nda Road,18.458094,73.770851
200,Karve Nagar,18.489294,73.814461
1981,Kondhwa Dhawde,18.456076,73.768829
201,Vadacha Stop,18.4918,73.8153
202,Vandevi Karve Road,18.493336,73.814919
1980,Damini Lawns,18.4517,73.766098
203,Gandhi Bhavan Phata,18.494699,73.8134
1979,Nda 10 No. Gate,18.4498,73.763397
204,Kothrud Stand,18.4991,73.813797
205,Karve Putala,18.502199,73.816597
206,Maruti Mandir Karve Road,18.503599,73.820297
207,Paud Phata Karve Road,18.5054,73.824203
117,Sndt Mahila Vidhyapith,18.507299,73.828903
118,Nal Stop,18.508801,73.832001
119,Sonal Hall,18.510479,73.835045
120,Garware College,18.5124,73.838997
121,Deccan Corner,18.513201,73.841103
331,Kulkarni Petrol Pump,18.513166,73.844688
1963,Chitrashala,18.5131,73.846901
3165,Sadashiv Peth Haud,18.513496,73.850647
3166,Vishrambaugwada,18.5137,73.852097
328,Appa Balwant Chowk,18.5168,73.852997
343,Dakshinmukhi Maruti,18.517788,73.853973
384,Shaniwarwada,18.5196,73.8545
326,Jijamatabaug,18.518703,73.857086
325,Phadke Haud,18.518999,73.860298
3168,Alpana Talkies,18.5161,73.863503
6352,Nana Peth,18.5149,73.868401
3169,Chacha Halwai,18.5149,73.868698
3170,Quarter Gate,18.5163,73.871498
3171,Sachapir Street,18.5165,73.874001
3172,Batliwala Haud,18.5172,73.877899
1639,Westend,18.518766,73.878258
3100,Lal Deoul,18.520201,73.873199
106,Sassoon Hospital,18.5249,73.871803
318,Pune Station Moledina Stand,18.5273,73.872803
141,Katraj,18.4475,73.858536
139,More Bag,18.4494,73.858299
138,Katraj Sarpodyan,18.4536,73.858498
137,Bharati Vidyapeeth Gate,18.456699,73.858498
106564,Balaji Nagar,18.46154,73.858009
135,Shankar Maharaj Math,18.468506,73.857658
134,Padmawati,18.475401,73.8563
133,Natubaug,18.4804,73.857201
142,Aranyeshwar Corner,18.484486,73.857468
131,Bhapkar Petrol Pump,18.490299,73.857597
130,St Colony,18.493299,73.857803
172,Lakshminarayan,18.497801,73.858002
1277,Swargate,18.499582,73.85817
1819,Sonavane Hospital,18.5056,73.868401
1820,Ramoshigate,18.511101,73.868401
1821,Ad Camp Chowk,18.512501,73.868698
1823,Power House Rastapeth,18.5187,73.868301
1966,Kem Hospital,18.5201,73.867699
1019,Walhekarwadi,18.634865,73.762291
8904,Prerna Shala Walhekarwadi,18.6376,73.763603
8905,Sayali Complex Datta Mandir,18.639601,73.764
8906,Chintamani Chowk,18.6383,73.765999
8907,Spaine Roadsankalp Chowk,18.63719,73.768478
8908,Dagdoba Chowk,18.636801,73.770401
8909,Chinchwade Nagar Bholeshwar Mandir,18.635201,73.772301
8910,Gurumayya Shalachinchwade Nagar,18.634501,73.774498
1023,Chinchwade Nagar Corner,18.631426,73.773659
1024,Walhekarwadi Corner,18.630638,73.777077
1025,Chaphekar Chowk,18.629604,73.781105
993,Chinchwadgaon,18.627678,73.782166
6316,Kalika Mata Mandir,18.628393,73.784599
6317,Darshan Hall,18.629454,73.786682
6166,Manik Colony,18.630743,73.790512
6167,Bakwoulf Colony,18.6304,73.792099
6168,Gawade Petrol Pump,18.6301,73.7929
6318,Devi Link,18.62953,73.794411
6319,Bhat Nagar,18.626743,73.797791
7747,Morwadi Chowk,18.6287,73.802711
8626,Pimpri Chowk Metro Station,18.629299,73.803299
8898,Akurdi Khandoba Maal,18.6511,73.786201
8899,Force Motors Gate,18.6553,73.789299
8900,Garvare Chowk,18.6576,73.791
8901,Thermax Company Gate No. 9,18.660299,73.793098
8902,Sai Garden,18.66242,73.794426
6040,Kasturi Market,18.664202,73.795128
6162,Nageshwar Vidyalaya Chikhli,18.691002,73.808083
6041,Krushna Nagar Corner,18.667095,73.796074
6161,Map Engineering Chikhli,18.687532,73.807701
6275,Sane Chowk,18.6703,73.7985
7066,Sane Vasti,18.674,73.8032
6129,Bhaji Mandai Chikhli,18.685814,73.810112
8903,Ganlaxmi Colony,18.674999,73.805
6130,Patil Nagar Chikhli,18.684233,73.812775
6059,Chikhali,18.683661,73.814316
7068,Aishwaryam Courtyard Society,18.6756,73.805901
7054,Shree Hospital,18.682301,73.812897
7069,Newale Vasti,18.6761,73.807198
7055,Keshav Nagar Chikhali Road,18.678677,73.809296
7070,Keshav Nagar Chikhali Road,18.678488,73.809227
7056,Newale Vasti,18.676144,73.807426
7071,Shree Hospital,18.680799,73.8116
7057,Aishwaryam Courtyard Society,18.675501,73.805901
6516,Chikhli,18.683474,73.814392
8892,Ganlaxmi Colony,18.674868,73.805077
6159,Patil Nagar Chikhli,18.684137,73.812653
7059,Sane Vasti,18.6738,73.803398
6160,Bhaji Mandai Chikhli,18.68568,73.810257
6306,Sane Chowk,18.6705,73.798698
6128,Map Engineering Chikhli,18.687595,73.807747
7060,Krushna Nagar / Krushna Nagar Police Vasahat,18.666204,73.795769
6127,Nageshwar Vidyalaya Chikhli,18.690891,73.808159
6034,Kasturi Market,18.664253,73.795258
8893,Sai Garden,18.662367,73.794594
8894,Thermax Company,18.6602,73.793404
8895,Garvare Chowk,18.657499,73.791199
8896,Force Motors Gate,18.655001,73.789299
8897,Akurdi Khandoba Maal,18.650801,73.786301
1275,Bharati Vidyapeeth Gate,18.4569,73.858398
4509,Sarasbaug,18.502611,73.853691
381,Bhikardas Maruti,18.5082,73.853699
382,Shanipar,18.512171,73.853821
5033,Appa Balwant Chowk,18.514999,73.853699
344,Shaniwarwada,18.519699,73.8545
322,Zilla Parishad,18.523401,73.869255
385,Ma Na Pa Nava Pul,18.523611,73.854195
1954,Kem Hospital,18.5201,73.867897
40,Shivaji Maharaj Putla,18.5264,73.8526
1780,Power House Rastapeth,18.5186,73.8685
1781,Nana Peth,18.5149,73.868698
735,Patil Estate,18.531401,73.853798
1782,Ad Camp Chowk,18.512501,73.868797
1783,Ramoshigate,18.5098,73.868301
737,Wakdewadi,18.539101,73.850601
1784,Sonavane Hospital,18.505699,73.868599
406,St Vibhagiya Karyalaya,18.500401,73.866501
405,Ghorpade Peth,18.499819,73.863808
404,Swargate Depot,18.500099,73.861198
129,Lakshminarayan,18.496956,73.858116
132,Aranyeshwar Corner,18.484589,73.857674
106563,Balaji Nagar,18.461519,73.858147
5809,Pimprigaon,18.612,73.804298
5810,Ashok Talkies,18.615,73.803902
5811,Jayhind High School,18.616899,73.801399
5812,Jijamata Hospital,18.6192,73.800797
6163,Karachi Chowk,18.621405,73.801041
6164,Lal Mandir,18.6224,73.799301
986,Bhat Nagar,18.625099,73.797806
5773,Morwadi Chowk,18.628799,73.802628
983,Pimpri Road,18.626801,73.806396
982,Mahindra Company,18.62849,73.807526
879,Kamgar Nagar,18.629032,73.812668
880,Ha Corner,18.628614,73.815598
881,Nehru Nagar Corner,18.629614,73.81929
882,Ganesh Mandir Nehru Nagar,18.6297,73.819901
981,Jyoti English School,18.630589,73.824036
884,C Kshetriya Karyalay,18.631701,73.826202
5823,Power House Midc,18.632307,73.827942
5824,Abhi Chemical,18.629812,73.830215
885,Jayanand Khira,18.627979,73.83197
867,Tulsi Chemical,18.625519,73.83416
866,Philips Company Bhosari,18.621128,73.838081
887,Landewadi,18.619789,73.840775
2193,Agnishamak Kendra Landewadi,18.6199,73.845001
2192,Bhosari Gavhane Vasti,18.620445,73.849197
433,Krishna Chhaya Hotel,18.500793,73.93763
1702,Hadapsar Bhaji Mandai,18.50115,73.934311
454,Hadapsargaon,18.501614,73.933151
416,Magarpatta Dawakhana,18.502569,73.92672
414,Ramtekdi,18.506193,73.91214
412,Fatima Nagar,18.506548,73.902008
411,Bhairoba Nala Police Chowky,18.506855,73.896782
410,Racecourse,18.506437,73.890358
407,Mira Society,18.5016,73.870697
3315,Swargate,18.499599,73.858597
790,Bank Of Baroda Marketyard,18.489401,73.860397
798,Bhaji Market Market Yard,18.4895,73.864197
792,Shivaji Maharaj Putla Marketyard,18.489157,73.86821
796,Godown Gultekdi,18.48782,73.870537
794,Marketyard Depot,18.483664,73.871529
1813,Gangadham,18.480011,73.872429
3127,Defence Colony,18.482273,73.877441
3126,Mount Carmel School,18.484301,73.885101
3102,Lulla Nagar,18.4856,73.889503
3103,Kamela Kondhwa Road,18.482624,73.891212
3104,Uco Bank,18.480101,73.891098
3105,Kondhwa Shala,18.476999,73.889999
3089,Kondhwa Khurd,18.473019,73.889099
3107,Shital Petrol Pamp Kondhwa,18.469147,73.88903
3108,Kondhwa Police Station,18.465284,73.889687
3115,Talab Company,18.461201,73.890602
3117,Ramdas Maral,18.4578,73.8909
3118,Khadi Machine Katraj Kondhwa Road,18.451601,73.891335
3119,Angraj Nagar,18.446699,73.893097
3120,Shingad Collage Kondhwa Road,18.442499,73.894096
3110,Ganesh Mandir Kondhwa Hospital,18.4405,73.894798
3109,Yewalewadi,18.437201,73.896103
3983,Shankarao Yevle Nagar,18.4338,73.8974
3984,Kanchan Hotel,18.428499,73.899696
3985,K J Collage,18.424299,73.901901
3975,Mile Dagad Kramank 19 Bopdev Ghat,18.417999,73.902397
3987,Mile Dagad Kramank 17 Bopdev Ghat,18.413601,73.904099
3973,Bopdev Mandir,18.408701,73.906403
3972,Talab Company Askarwadi,18.402901,73.911598
3971,Askarwadi Phata,18.3962,73.915199
3970,Divya Ashram,18.3937,73.9198
3969,Green Park Hotel,18.391899,73.923103
3968,Malwadi Bhivri,18.3908,73.927399
3967,Bhivrigaon,18.390699,73.931396
3966,Gaykwad Vasti Bhivri,18.389799,73.936501
3965,Sai Baba Mandir Bhivri,18.388599,73.941902
3964,Manikgad Dhaba,18.3866,73.948097
3963,Kaniphnath Mangal Karyalay,18.385799,73.950203
3962,Kaniphnath Gad Phata,18.3832,73.954399
3961,Bopdev Gaon,18.381701,73.956398
3960,Jadhav Mala,18.374701,73.964897
4002,Mauli Nagar Saswad Road,18.3736,73.967102
3958,Shreenath Wadi,18.372801,73.969101
3957,Chambli Ganesh Nagar,18.371401,73.971397
3956,Chambli,18.3699,73.974602
3955,Shendkar Mala,18.3675,73.978897
4007,Ramwadi Saswad Road,18.365101,73.986397
3953,Bargane Mala,18.3624,73.992203
3952,Dalvi Farm,18.3605,73.995201
3951,Hivregaon,18.359699,73.996101
3950,Prathmik Shala Hivare,18.357599,73.998199
3949,Kodit Gaon Phata,18.3542,74.008698
4016,Sharda Lawns Saswad,18.350401,74.015404
3947,Kodit Naka,18.3466,74.026497
3873,Saswad,18.344999,74.031502
3944,Jejuri Naka,18.3438,74.033401
3943,Girme Aali,18.341299,74.032898
3942,Chokhande Aali,18.3396,74.0327
3941,Saswad Court,18.337601,74.029503
3940,Supe Khurd Phata,18.3361,74.0261
3939,Jivala Ashram,18.334198,74.022621
3938,Shete Mala Saswad Road,18.332199,74.019203
3937,Shivshambho Dairy,18.329,74.012497
3936,Vandekar Petrol Pump,18.327299,74.008698
3935,Ghorewadi,18.3242,74.004303
3934,Umaji Naik High School,18.3234,74.0028
3933,Vandekarvasti,18.3221,74.000099
3932,Takmalwadi,18.3207,73.997704
3931,Bhiwadi,18.3188,73.994102
3930,Panyachi Taki Bhiwadi,18.315693,73.9888
3929,Sri Srishti Garden Hotel,18.3125,73.983902
3928,Pokharkar Phata,18.3081,73.980003
3927,Kille Purandar Phata,18.305901,73.978897
3926,Narayanpur,18.3016,73.974602
392,Swargate Natraj Stand,18.5005,73.857697
393,Parvati Payatha,18.499201,73.852402
394,Dandekar Pul,18.501101,73.846703
395,Panmala,18.5005,73.844902
377,Parvati Jalshuddhikaran Kendra,18.497801,73.840897
396,Ganeshmala,18.495399,73.837799
624,P.L. Deshpande Udyan,18.493616,73.835732
625,Vitthalwadi Jakat Naka,18.4902,73.832497
626,Jaidev Nagar,18.4888,73.830299
229,Rajaram Pul,18.487301,73.828903
230,Vitthalwadi Sinhagad Road,18.483831,73.827812
231,Hingne,18.480301,73.825401
232,Anand Nagar Sinhagad Road,18.477699,73.823799
627,Ganesh Park Sinhagad Road,18.475798,73.822914
234,Manikbaug,18.4734,73.8218
235,Indian Hume Pipe,18.470463,73.820618
236,Fun Time,18.468901,73.819901
237,Vadgaon Budruk Phata,18.4671,73.818298
656,Vadgaon Budruk Stand,18.467501,73.821899
992,Kalika Mata Mandir,18.628599,73.7855
1026,Darshan Hall,18.629601,73.786697
1027,Elpro Company,18.632401,73.785004
1028,More Prekshagruha,18.6341,73.787498
1029,Lokmanya Hospital,18.636801,73.790001
1030,Chinchwad Station,18.6383,73.794296
1031,Empire Estate,18.6343,73.799004
877,Mahindra Company,18.628448,73.807419
876,Kamgar Nagar,18.628901,73.812599
875,Ha Corner,18.6285,73.815598
966,Nehru Nagar Corner,18.629101,73.819603
967,Mahesh Nagar,18.625799,73.819199
968,Ycm Hospital,18.620869,73.819778
969,Sant Tukaram Nagar,18.620708,73.817833
970,Amar Smruti Vallabh Nagar,18.618099,73.817398
5286,Vallabhnagar St Stand,18.616337,73.817055
6144,Vallabh Nagar,18.613237,73.817093
973,Nashik Phata,18.608189,73.821327
940,Atlas Capco,18.595947,73.82901
941,Phugewadi Jakat Naka,18.5898,73.831902
942,Phugewadi,18.5863,73.833199
779,Bopodi Khadki Road,18.571327,73.83847
780,Manajibaug,18.569799,73.841698
781,Alegaonkar Shala,18.5681,73.845398
782,Khadki Bazar,18.566303,73.848618
783,Power House Khadki,18.56459,73.85083
784,Ammunition Factory Road,18.5618,73.852798
2105,Methodist Church,18.5585,73.855003
725,Holkar Pul Corner,18.5567,73.859703
2106,Holkar Water Works,18.5555,73.861702
724,Sapras Post,18.552601,73.865196
2107,Deccan College,18.548201,73.872002
2229,Kendriya Vidyalaya Sangamvadi,18.5453,73.876404
2109,Sadal Baba Darga,18.5446,73.877701
2110,Yerawada Deecan College Road,18.545099,73.882896
1827,Pune Station Depot,18.526436,73.876495
7088,Bhosari Terminal,18.624493,73.851372
889,Atlas Company,18.618601,73.849998
863,Century Enka Colony,18.6159,73.8452
6478,Optonica Company,18.618237,73.842873
962,Philips Company Bhosari,18.620651,73.836571
961,Midc Bhosari,18.6208,73.830101
960,Bhosari Police Station,18.618299,73.827103
937,Cirt,18.614,73.824402
938,Nashik Phata Bhosari Road,18.6099,73.822998
2115,Nashik Phata Pul,18.6064,73.821899
6477,Kalpataru Society Brt,18.6019,73.816101
6424,Kate Patil Chowk,18.5991,73.807503
6476,Govind Yashada Chowk,18.59746,73.80349
6479,Vishvashanti Colony Pk Chowk,18.598215,73.799103
6474,Rose Land  Nisarg Nirmiti Society,18.596701,73.794403
6480,Kokane Chowk / Sindhupark Ganesh Mandir,18.596851,73.791519
6481,Shivar Chowk,18.596365,73.789185
6471,Sai Chowk Wakad Road,18.5931,73.786003
599,Jagtap Dairy,18.593201,73.7845
598,Shivraj Nagar,18.600084,73.780014
597,Kalewadi Phata,18.604601,73.7761
6470,Nisarg Nirmiti Society,18.599199,73.774803
6482,Ma Na Pa Shala Wakad,18.5944,73.773697
15,Mankar Chowk,18.589598,73.774231
7587,Mount Vert Society Wakad,18.58996,73.769485
57,Wakad,18.592329,73.76162
58,Savtamali Mandir,18.591547,73.753845
59,Hinjawadi Jakat Naka,18.590836,73.749748
60,D Mart Hinjawadi,18.591091,73.744301
61,Shivaji Chowk Hinjawadi,18.591,73.738869
62,It Park Road,18.588203,73.737473
6,Infosys Phase 1,18.586367,73.733459
7,Siemens,18.59034,73.732895
91,Bank Of Maharashtra Hinjawadi,18.593937,73.731842
92,Tata Johnson,18.594463,73.727554
93,Wipro Company Circle,18.596788,73.718658
94,Emcure Hinjawadi Road,18.595774,73.712578
95,Infosys Phase 2,18.593597,73.708206
96,Power House Hinjawadi,18.589001,73.705299
97,Tata Motors,18.5868,73.700302
98,Gangaramwadi Circul,18.583618,73.69429
99,Tech Mahindra,18.582787,73.690384
100,Tcs Company,18.581202,73.687782
101,Hinjawadi Maan Phase 3,18.576899,73.688362
1059,Neilsoft Company Infosys Phase 3,18.588278,73.675896
6413,Exabier Company,18.590099,73.679497
1061,Yash Technology,18.5907,73.683098
1062,Falcon Company Phase 3,18.591,73.684898
1063,K P It Circule,18.592199,73.687302
1064,Capgemini Company,18.597103,73.692039
1065,Icz Company,18.593399,73.6903
1066,Manara Company,18.5917,73.691299
1067,Gangaramwadi,18.587099,73.692596
6016,Hinjawadi Maan Phase 3 Circule,18.5772,73.6856
6414,Megapolis Phase Splender,18.5772,73.6856
6014,Megapolis Phase 3,18.576824,73.68232
3361,Na Ta Wadi,18.5348,73.848701
213,Shivaji Nagar,18.531895,73.851242
274,Coep Hostel Shivaji Road,18.528299,73.851997
387,Kasba Peth Police Chowky,18.5205,73.855904
345,Jijamatabaug,18.518518,73.856712
346,Phadke Haud,18.5189,73.860298
347,Apollo Talkies,18.51969,73.864891
432,Glyding Center,18.498301,73.9412
431,Satavwadi,18.496901,73.9431
430,Gondhale Nagar,18.493799,73.947098
429,Satyapuram,18.491306,73.949028
428,Ibm,18.489412,73.950607
427,Ganga Nagar Saswad Road,18.48761,73.951988
426,Bhekrai Nagar,18.4837,73.953903
761,Alandi,18.6747,73.897202
762,St Stand Alandi,18.672499,73.892593
